Dates;time;number nodes
2018-03-07;4.75920375;33.9
2018-05-15;6.5021258;45.15
2018-05-22;6.6672429;45.15
2018-09-28;11.186253;53.05
2019-03-13;6.7266364;54.6
2019-04-05;4.6858827;44.8
2019-04-12;4.67119975;44.25
2019-05-30;4.6888058;44.65
2019-09-06;4.58671325;44.65
2019-09-13;2.85567735;29.3
2019-12-09;2.33094525;29.3
2020-03-12;6.752124;42.6
2020-04-09;10.7101572;23.85
2020-04-10;10.8720838;47.05
2020-04-11;3.7127208;39.4
2020-05-08;6.3249491;35.75
2020-07-23;17.1099106;38.5
